-0.003490401396160414, 2.002620878227193
0.38743455497382207, 2.166041999112014
0.799301919720768, 2.2871562899758664
1.1972076788830712, 2.3840821870837567
1.595113438045375, 2.476977857491395
1.993019197207679, 2.555767734448152
2.411867364746946, 2.628522821686207
2.8097731239092494, 2.69925224524246
3.2076788830715524, 2.765951442098461
3.5916230366492146, 2.822568038649382
3.996509598603839, 2.873149845481601
4.394415357766143, 2.927758362236846
4.799301919720768, 2.980355282419191
5.197207678883071, 3.0248882324238067
5.602094240837696, 3.0734549259059
6, 3.1139576492102634
6.397905759162303, 3.1584905992148795
6.802792321116928, 3.2050421793468464
7.214659685863875, 3.249582162905913
7.598603839441536, 3.290077852655826
8.00349040139616, 3.3285689793872892
